,SUBZONE_N,33,7,25,12,15,6,29,2,27,34,28,20,16,23,14,3,10,0
65,SHANGRI-LA,3832.0,3442.0,3632.0,3048.0,4016.0,2773.0,4005.0,3279.0,1000.0,5259.0,1916.0,2767.0,2660.0,4540.0,3514.0,3865.0,2344.0,4966.0
66,SUNGEI SERANGOON WEST,4567.0,2293.0,2953.0,3245.0,3015.0,3725.0,4276.0,3476.0,3339.0,5456.0,2515.0,1749.0,2382.0,4737.0,2835.0,1199.0,2599.0,2643.0
67,MIDVIEW,2317.0,4261.0,4210.0,3399.0,4487.0,1350.0,2490.0,3390.0,2851.0,3909.0,2745.0,4373.0,3687.0,3331.0,4069.0,3830.0,2177.0,4500.0
68,BUKIT HO SWEE,3602.0,2942.0,2778.0,1232.0,2652.0,3870.0,2815.0,1675.0,3416.0,3655.0,3070.0,3540.0,2702.0,2936.0,2717.0,3660.0,3942.0,3602.0
69,SERANGOON GARDEN,4753.0,2470.0,2836.0,3422.0,3315.0,4181.0,4926.0,3653.0,1582.0,5362.0,2399.0,2581.0,2559.0,4643.0,2718.0,2646.0,3353.0,3624.0
70,SERANGOON CENTRAL,4515.0,1925.0,2369.0,2877.0,2175.0,3943.0,4055.0,3108.0,1995.0,4895.0,1931.0,1981.0,2014.0,4176.0,2251.0,2101.0,3115.0,3157.0
71,PANG SUA,2174.0,5523.0,5628.0,4133.0,5581.0,3338.0,3224.0,4124.0,5025.0,5100.0,4919.0,6004.0,4530.0,4065.0,5646.0,6078.0,4351.0,6531.0
72,PANG SUA,379.0,3979.0,4799.0,2811.0,4259.0,1997.0,1902.0,2802.0,3463.0,4282.0,3357.0,4442.0,3256.0,2743.0,4324.0,4516.0,2789.0,5209.0
73,VICTORIA,3845.0,1868.0,1473.0,1687.0,1777.0,3910.0,3058.0,1918.0,2556.0,3898.0,2210.0,2685.0,1225.0,3179.0,1760.0,2805.0,3082.0,2462.0
74,TELOK BLANGAH WAY,4147.0,3222.0,3044.0,1322.0,3197.0,4415.0,3983.0,1965.0,3895.0,4200.0,3549.0,3572.0,2525.0,3481.0,3262.0,3692.0,4980.0,4147.0
75,DEPOT ROAD,4199.0,3406.0,3815.0,1979.0,3900.0,5538.0,3479.0,1910.0,4312.0,4299.0,3754.0,4182.0,3251.0,3533.0,3554.0,4482.0,4713.0,4439.0
76,PAYA LEBAR,4626.0,1978.0,1880.0,3013.0,1815.0,4054.0,4166.0,3244.0,2682.0,5006.0,2042.0,2408.0,2617.0,4287.0,1762.0,2704.0,3226.0,2800.0
77,TIONG BAHRU,3396.0,2558.0,2572.0,1238.0,2446.0,3664.0,2609.0,1469.0,3210.0,3449.0,2864.0,3334.0,2270.0,2730.0,2511.0,3454.0,3736.0,3396.0
78,KAMPONG TIONG BAHRU,3771.0,3198.0,3461.0,1317.0,3133.0,4039.0,2984.0,1730.0,3585.0,3824.0,3239.0,3597.0,2657.0,3105.0,2886.0,3717.0,4111.0,3771.0
79,DOVER,3286.0,3746.0,3992.0,2323.0,3536.0,3554.0,2499.0,2046.0,4390.0,3339.0,2954.0,4096.0,3751.0,2620.0,3601.0,4396.0,4346.0,4486.0
80,WOODGROVE,2126.0,4074.0,4379.0,3208.0,4656.0,688.0,2299.0,3199.0,3020.0,3718.0,2914.0,3999.0,3856.0,3140.0,4238.0,4073.0,2346.0,4479.0
81,SEMBAWANG CENTRAL,2338.0,3682.0,3631.0,3420.0,3908.0,1766.0,2511.0,3411.0,2272.0,3930.0,2166.0,3071.0,3108.0,3352.0,3490.0,3325.0,1598.0,3822.0
82,SEMBAWANG NORTH,3009.0,4353.0,4302.0,4091.0,4579.0,2437.0,3182.0,4082.0,2943.0,4601.0,2837.0,3922.0,3779.0,4023.0,4161.0,3996.0,2429.0,4493.0
83,BRADDELL,3381.0,2368.0,2334.0,2363.0,2611.0,2809.0,3554.0,2594.0,1455.0,4574.0,1109.0,2254.0,1910.0,3855.0,2433.0,3281.0,1981.0,3369.0
84,POTONG PASIR,4108.0,1416.0,2400.0,2368.0,2141.0,3895.0,3399.0,2599.0,2440.0,4579.0,1998.0,1832.0,1505.0,3860.0,2403.0,1952.0,3068.0,3802.0
85,KIM KEAT,4519.0,1125.0,2586.0,3261.0,2239.0,3317.0,3178.0,3815.0,2593.0,4658.0,2247.0,2576.0,2012.0,4753.0,2441.0,2696.0,3119.0,3257.0
86,TOA PAYOH CENTRAL,3832.0,2210.0,2545.0,2574.0,2787.0,3260.0,4005.0,2805.0,1906.0,4590.0,1560.0,2705.0,1785.0,4066.0,2793.0,3492.0,2432.0,4014.0
87,MARYMOUNT,3824.0,2603.0,2555.0,2390.0,3045.0,2930.0,3041.0,2381.0,1898.0,3881.0,1517.0,2659.0,1970.0,3162.0,2437.0,2779.0,2424.0,3343.0
88,MARYMOUNT,3992.0,3223.0,2858.0,3214.0,3793.0,3420.0,4165.0,3445.0,1238.0,4784.0,1150.0,2730.0,2576.0,4065.0,2740.0,3082.0,2592.0,3646.0
89,BOON TECK,3925.0,1941.0,2638.0,2667.0,2636.0,3353.0,4098.0,2981.0,1999.0,5026.0,1653.0,2798.0,1873.0,4159.0,3136.0,3979.0,2525.0,3843.0
90,PEI CHUN,4328.0,1541.0,3002.0,3310.0,2655.0,3733.0,3594.0,3483.0,2402.0,5074.0,2056.0,2935.0,2174.0,4802.0,2857.0,3055.0,2928.0,3742.0
91,KALLANG,4416.0,1962.0,3055.0,3398.0,3110.0,3844.0,3715.0,3061.0,2040.0,5135.0,1636.0,3213.0,2194.0,4479.0,2806.0,2937.0,3016.0,3240.0
92,TYERSALL,3901.0,3621.0,3505.0,2500.0,3439.0,4252.0,3151.0,2435.0,3212.0,3991.0,2467.0,3609.0,2382.0,3272.0,3387.0,3729.0,3651.0,4293.0
93,WOODLANDS WEST,2309.0,4613.0,4562.0,3391.0,4839.0,809.0,2482.0,3382.0,3203.0,3901.0,3097.0,4182.0,4039.0,3323.0,4421.0,4256.0,2529.0,4753.0
94,FRANKEL,5319.0,3555.0,2169.0,2981.0,2234.0,5347.0,4532.0,3212.0,4490.0,5192.0,3216.0,3095.0,2926.0,4473.0,2295.0,3878.0,5028.0,2499.0
95,UPPER THOMSON,3874.0,3226.0,3074.0,3304.0,3564.0,2815.0,4047.0,2847.0,1801.0,4400.0,1732.0,3365.0,2159.0,3681.0,2956.0,3301.0,2863.0,3862.0
96,BISHAN EAST,3604.0,2429.0,2381.0,2826.0,2871.0,3032.0,3777.0,2807.0,1678.0,4307.0,623.0,2701.0,2284.0,3588.0,2263.0,2605.0,2204.0,3169.0
97,BUKIT BATOK EAST,2454.0,3424.0,4280.0,2576.0,4140.0,2722.0,1045.0,2567.0,4167.0,2418.0,4082.0,4433.0,3119.0,2508.0,4089.0,4733.0,3514.0,4974.0
98,BUKIT BATOK WEST,2450.0,4462.0,4304.0,2572.0,4020.0,2718.0,787.0,2563.0,4184.0,2129.0,4078.0,4642.0,3143.0,2504.0,4085.0,5237.0,3510.0,4970.0
99,HILLVIEW,3229.0,3465.0,3903.0,3218.0,3917.0,3669.0,1954.0,3823.0,3824.0,3344.0,3383.0,4241.0,2742.0,3510.0,3982.0,4541.0,4350.0,5168.0
100,GOMBAK,2876.0,3700.0,4138.0,4144.0,4152.0,3585.0,2995.0,4095.0,4059.0,3991.0,3618.0,4476.0,2977.0,4087.0,4217.0,4776.0,4585.0,5403.0
101,GUILIN,1791.0,3617.0,3727.0,2153.0,3601.0,2059.0,1244.0,2144.0,3525.0,2915.0,3419.0,4504.0,3253.0,2085.0,3666.0,4578.0,2851.0,4551.0
102,BUKIT BATOK CENTRAL,1712.0,3394.0,3408.0,1834.0,3282.0,1980.0,433.0,1825.0,3446.0,2383.0,3340.0,4425.0,3219.0,1766.0,3347.0,4499.0,2772.0,4232.0
103,SUNSET WAY,3427.0,3726.0,4043.0,2469.0,4265.0,3695.0,1811.0,2460.0,4012.0,3350.0,3686.0,4940.0,3084.0,2761.0,3982.0,5105.0,4487.0,4867.0
104,CLEMENTI CENTRAL,2667.0,3269.0,3283.0,1709.0,3157.0,2935.0,1840.0,1700.0,4152.0,2495.0,2926.0,4045.0,3094.0,2001.0,3222.0,4345.0,3727.0,4107.0
105,CLEMENTI NORTH,2535.0,3137.0,3151.0,1577.0,3025.0,2803.0,1789.0,1568.0,3789.0,2588.0,2794.0,3913.0,2962.0,1869.0,3090.0,4033.0,3595.0,3975.0
106,LOWER SELETAR,,,,,,,,,,,,,,,,,2846.0,
107,TANJONG RHU,5040.0,2523.0,653.0,2511.0,1503.0,4468.0,3882.0,2742.0,3114.0,4722.0,2433.0,2975.0,2310.0,4003.0,1673.0,3095.0,3640.0,2819.0
108,SAUJANA,2195.0,3504.0,4180.0,3146.0,4604.0,2572.0,2237.0,3137.0,4038.0,4158.0,3932.0,4750.0,3034.0,3078.0,4659.0,5050.0,3364.0,5460.0
109,BUKIT PANJANG,1847.0,3380.0,3818.0,2921.0,3832.0,2448.0,2012.0,2912.0,3813.0,3722.0,3707.0,4156.0,2657.0,2853.0,3897.0,4456.0,3139.0,5083.0
110,SENJA,1421.0,3478.0,3916.0,3126.0,3930.0,2617.0,2217.0,3117.0,4018.0,3918.0,3396.0,4254.0,2755.0,3058.0,3995.0,4554.0,3344.0,5181.0
111,FARRER COURT,3450.0,3068.0,3017.0,2012.0,3507.0,3764.0,2663.0,1835.0,2724.0,3503.0,1979.0,3121.0,2014.0,2784.0,2899.0,3241.0,3650.0,3805.0
112,FAJAR,1844.0,3033.0,3692.0,2795.0,4116.0,2221.0,1886.0,2786.0,3687.0,3807.0,3581.0,4262.0,2683.0,2727.0,4308.0,4562.0,3013.0,5109.0
113,EVERTON PARK,3754.0,2130.0,2634.0,1596.0,2644.0,4022.0,2967.0,1827.0,3276.0,3807.0,2930.0,2906.0,1859.0,3088.0,2629.0,3026.0,3802.0,3514.0
114,TELOK BLANGAH RISE,4207.0,3125.0,2910.0,1701.0,3152.0,4475.0,3420.0,2225.0,3761.0,4260.0,3415.0,3695.0,2536.0,3541.0,3322.0,3815.0,4943.0,3782.0
115,BUKIT BATOK SOUTH,2949.0,4028.0,4417.0,2966.0,4414.0,3217.0,1120.0,2957.0,4683.0,2960.0,4577.0,4760.0,3256.0,3003.0,4479.0,5060.0,4009.0,5364.0
116,TIONG BAHRU STATION,3063.0,2225.0,2239.0,905.0,2113.0,3331.0,2276.0,1136.0,2877.0,3116.0,2531.0,3001.0,2313.0,2397.0,2178.0,3121.0,3403.0,3063.0
117,REDHILL,2989.0,2391.0,2405.0,409.0,2279.0,3257.0,2202.0,1062.0,3043.0,3042.0,2697.0,3167.0,2216.0,2323.0,2344.0,3287.0,3569.0,3229.0
118,TELOK BLANGAH DRIVE,4270.0,2871.0,3293.0,1555.0,3345.0,4538.0,3985.0,2198.0,4226.0,4748.0,3399.0,3647.0,2600.0,3604.0,3626.0,3767.0,4752.0,4247.0
119,HENDERSON HILL,3385.0,3023.0,2561.0,329.0,2435.0,3653.0,2598.0,1458.0,3199.0,3438.0,2853.0,3323.0,2434.0,2719.0,2500.0,3443.0,3725.0,3385.0
120,ALEXANDRA HILL,3500.0,3620.0,2916.0,1104.0,2790.0,3768.0,2713.0,1368.0,3554.0,3553.0,3208.0,3678.0,2727.0,2834.0,2855.0,3798.0,4386.0,3740.0
121,BUKIT MERAH,3574.0,3438.0,3567.0,902.0,3313.0,3842.0,2787.0,1545.0,3559.0,3627.0,3213.0,3789.0,2678.0,2908.0,2929.0,3909.0,4599.0,3814.0
122,BANGKIT,2086.0,2989.0,3223.0,3037.0,3647.0,1635.0,2128.0,3028.0,3349.0,3681.0,3003.0,3793.0,2424.0,2969.0,3779.0,3913.0,3173.0,4352.0
123,ADMIRALTY,2739.0,4083.0,4032.0,3821.0,4309.0,2167.0,2912.0,3812.0,2673.0,4331.0,2567.0,3652.0,3509.0,3753.0,3891.0,3726.0,1979.0,4223.0
124,SENGKANG TOWN CENTRE,4260.0,2051.0,2711.0,3003.0,2773.0,3470.0,4034.0,3234.0,3114.0,5214.0,2273.0,1507.0,2140.0,4495.0,2593.0,957.0,2420.0,2464.0
125,BUANGKOK,4731.0,2433.0,3093.0,3385.0,3155.0,4159.0,4904.0,3616.0,3161.0,5596.0,2655.0,1889.0,2522.0,4877.0,2975.0,348.0,2745.0,3231.0
126,JALAN KAYU EAST,4465.0,2662.0,3322.0,3614.0,3384.0,3893.0,4638.0,3845.0,3154.0,5825.0,2884.0,2118.0,2751.0,5106.0,3204.0,1018.0,2479.0,3585.0
127,SERANGOON NORTH,4481.0,3197.0,3563.0,4950.0,3673.0,3909.0,4654.0,4844.0,2500.0,6089.0,2375.0,1208.0,3286.0,5370.0,3243.0,2630.0,3081.0,3918.0
128,CHENG SAN,3668.0,3152.0,3101.0,3130.0,3378.0,3096.0,3841.0,3361.0,1392.0,5260.0,1636.0,1766.0,2578.0,4622.0,2960.0,2755.0,2268.0,4103.0
129,YIO CHU KANG,3341.0,3065.0,3014.0,3043.0,3291.0,2769.0,3514.0,3274.0,1655.0,4933.0,1549.0,2385.0,2491.0,4355.0,2873.0,3313.0,1941.0,4503.0
130,KEBUN BAHRU,3589.0,3437.0,3389.0,3224.0,3879.0,2530.0,3762.0,3215.0,1648.0,4715.0,2351.0,2758.0,3007.0,3996.0,3271.0,3410.0,2708.0,4177.0
131,CHONG BOON,3743.0,2752.0,2958.0,3082.0,3442.0,3171.0,3916.0,3313.0,808.0,5335.0,1615.0,1669.0,2481.0,4574.0,2876.0,3283.0,2343.0,3812.0
132,TOWN CENTRE,3389.0,2873.0,2822.0,2851.0,3099.0,2817.0,3562.0,3082.0,1186.0,4981.0,1357.0,2070.0,2538.0,4343.0,2681.0,2792.0,1989.0,4049.0
133,TOWNSVILLE,3480.0,2896.0,2913.0,2725.0,3190.0,2908.0,3653.0,2956.0,359.0,5072.0,1448.0,2031.0,2631.0,4217.0,2940.0,3021.0,2080.0,4140.0
134,BEDOK NORTH,5470.0,3227.0,2737.0,3132.0,2250.0,5048.0,4683.0,3363.0,4759.0,5343.0,3139.0,3774.0,3493.0,4624.0,2627.0,3782.0,4505.0,1725.0
135,KEMBANGAN,4645.0,2726.0,2080.0,2487.0,1930.0,4853.0,3858.0,2718.0,3499.0,4698.0,2722.0,2924.0,2432.0,3979.0,1600.0,3384.0,4025.0,2005.0
136,BEDOK SOUTH,5106.0,3187.0,2902.0,2948.0,2391.0,5314.0,4319.0,3179.0,3960.0,5159.0,3183.0,3471.0,2893.0,4440.0,2061.0,3845.0,4486.0,1866.0
