,SUBZONE_N,0,1,176,73,131,129,127,37,163,87,15,68,69,52,100,33,128,53,45,146,136,79
62,YISHUN EAST,23948.0,10429.0,25409.0,11341.0,13327.0,18088.0,6102.0,26341.0,20488.0,28764.0,2655.0,20415.0,307.0,22631.0,2338.0,20997.0,24047.0,23476.0,26360.0,26601.0,23195.0,27872.0
63,KHATIB,23581.0,10062.0,22271.0,11533.0,17354.0,14950.0,5735.0,23203.0,17349.0,28397.0,2732.0,17475.0,3727.0,23484.0,2774.0,18058.0,21091.0,23109.0,23222.0,23644.0,20056.0,24734.0
64,HOUGANG CENTRAL,27156.0,22928.0,19404.0,4116.0,2579.0,12147.0,20957.0,15370.0,6221.0,23393.0,17954.0,8622.0,17230.0,17542.0,17996.0,9306.0,13049.0,26260.0,20355.0,13553.0,8353.0,16902.0
65,SHANGRI-LA,19091.0,10255.0,12283.0,12752.0,9939.0,9644.0,13194.0,15079.0,16217.0,23102.0,11465.0,8526.0,13287.0,16030.0,11845.0,16529.0,36769.0,25036.0,15914.0,25178.0,18924.0,16611.0
66,SUNGEI SERANGOON WEST,30855.0,18263.0,23103.0,3176.0,2075.0,15846.0,18312.0,19069.0,13236.0,27092.0,15264.0,12322.0,13913.0,21241.0,15644.0,7425.0,11168.0,30948.0,24054.0,12219.0,12594.0,20601.0
67,MIDVIEW,15410.0,2070.0,16948.0,19492.0,20520.0,23796.0,5669.0,28208.0,26195.0,20226.0,8807.0,26208.0,10907.0,29701.0,6500.0,22469.0,26443.0,14939.0,22551.0,27453.0,28902.0,27286.0
68,BUKIT HO SWEE,15947.0,28872.0,11990.0,18507.0,16970.0,4883.0,28404.0,1295.0,14670.0,9457.0,25402.0,7586.0,27502.0,3603.0,25444.0,25937.0,26198.0,24376.0,13575.0,24068.0,17338.0,2966.0
69,SERANGOON GARDEN,22108.0,21848.0,18199.0,9469.0,7932.0,13971.0,17521.0,14165.0,8043.0,18955.0,14518.0,5880.0,15008.0,16337.0,14560.0,13936.0,18362.0,35885.0,18432.0,17092.0,10838.0,15697.0
70,SERANGOON CENTRAL,20975.0,20702.0,16301.0,7571.0,6034.0,9044.0,17783.0,12267.0,6363.0,17187.0,14780.0,3613.0,16285.0,14439.0,14822.0,12277.0,17424.0,23157.0,17252.0,15324.0,9070.0,13799.0
71,PANG SUA,12216.0,8822.0,10126.0,34049.0,30423.0,17666.0,19452.0,24448.0,33608.0,16466.0,22590.0,22363.0,24690.0,25695.0,22632.0,40574.0,48833.0,11211.0,11158.0,42568.0,36314.0,23526.0
