,SUBZONE_N,102,61,104,52,122,19,119,3,93,103,1,95,22,23,35,111,76,101,4
125,BUANGKOK,13215.0,12826.0,12186.0,11126.0,17160.0,10728.0,35098.0,15635.0,11203.0,10079.0,21922.0,25724.0,8229.0,7946.0,9206.0,6019.0,17090.0,17329.0,20677.0
126,JALAN KAYU EAST,15838.0,9710.0,14809.0,14530.0,15845.0,8289.0,37721.0,18258.0,13826.0,12702.0,19817.0,28347.0,6899.0,6615.0,5992.0,8642.0,18694.0,19952.0,23300.0
127,SERANGOON NORTH,9045.0,12351.0,8776.0,8974.0,16431.0,4591.0,31038.0,14808.0,7817.0,9533.0,20402.0,21246.0,2189.0,3326.0,3344.0,5265.0,13851.0,14710.0,26162.0
128,CHENG SAN,10982.0,10291.0,10727.0,5626.0,14371.0,3746.0,34638.0,12826.0,10724.0,9003.0,18342.0,25265.0,971.0,10.0,2473.0,7202.0,15788.0,11558.0,20218.0
129,YIO CHU KANG,20791.0,8566.0,12922.0,6842.0,12645.0,4343.0,35815.0,16092.0,11940.0,16694.0,16616.0,26482.0,3282.0,2981.0,8490.0,9638.0,24666.0,12774.0,21435.0
130,KEBUN BAHRU,17156.0,12341.0,16127.0,7804.0,12449.0,1350.0,25311.0,13883.0,15144.0,16915.0,12882.0,15937.0,3494.0,4221.0,5234.0,9518.0,21031.0,10574.0,15461.0
131,CHONG BOON,10594.0,10397.0,9366.0,5732.0,14477.0,3126.0,31329.0,14263.0,8193.0,7815.0,18448.0,21955.0,519.0,1341.0,1828.0,6852.0,14830.0,13504.0,16908.0
132,TOWN CENTRE,19180.0,9897.0,11312.0,5232.0,13977.0,1711.0,34244.0,14481.0,10330.0,9067.0,17948.0,24871.0,1641.0,1009.0,5819.0,7850.0,23055.0,11164.0,19824.0
133,TOWNSVILLE,19278.0,9995.0,9625.0,5330.0,14075.0,1442.0,31173.0,14106.0,8452.0,7518.0,18046.0,21799.0,1275.0,1596.0,4350.0,7755.0,15089.0,11262.0,16752.0
134,BEDOK NORTH,4913.0,24264.0,5053.0,13368.0,35679.0,20933.0,33807.0,14044.0,6873.0,8677.0,32321.0,24433.0,17470.0,18546.0,13132.0,8178.0,1556.0,20554.0,19386.0
135,KEMBANGAN,2350.0,28935.0,2532.0,16239.0,33014.0,21384.0,31143.0,11379.0,5284.0,7750.0,36985.0,21769.0,12521.0,20734.0,12235.0,7092.0,4034.0,18356.0,16722.0
136,BEDOK SOUTH,6366.0,32952.0,6548.0,20256.0,37031.0,25401.0,35159.0,15396.0,9300.0,11032.0,41002.0,25786.0,16267.0,16796.0,15981.0,10838.0,1244.0,19978.0,20739.0
137,BEDOK RESERVOIR,4511.0,23844.0,5519.0,11518.0,28384.0,20974.0,35477.0,14709.0,6201.0,8718.0,31901.0,26103.0,12718.0,13247.0,12655.0,6781.0,3293.0,20595.0,21056.0
138,KAKI BUKIT,2620.0,20654.0,3455.0,9398.0,24733.0,17323.0,32869.0,11057.0,3263.0,5067.0,28705.0,23496.0,10090.0,12453.0,9004.0,4639.0,5455.0,16944.0,15589.0
139,TECK WHYE,21964.0,20329.0,22251.0,20293.0,13529.0,21670.0,15789.0,20049.0,28242.0,26339.0,10662.0,13451.0,27641.0,27666.0,26198.0,26461.0,26769.0,15594.0,19126.0
140,KEAT HONG,22903.0,19078.0,23452.0,29950.0,12278.0,21565.0,14538.0,22960.0,29729.0,27826.0,12884.0,12200.0,26390.0,26415.0,31101.0,25239.0,35948.0,13343.0,17875.0
141,0,32246.0,16371.0,32428.0,27243.0,9571.0,18857.0,14711.0,23133.0,30595.0,37094.0,10176.0,12373.0,23682.0,23707.0,28393.0,29891.0,36121.0,18075.0,18048.0
142,KRANJI NORTH,32707.0,16832.0,32889.0,27704.0,10032.0,19318.0,15172.0,23594.0,31056.0,28773.0,10637.0,12834.0,24143.0,24168.0,28854.0,30352.0,36582.0,18536.0,18509.0
143,PENG SIANG,31456.0,18461.0,31638.0,29333.0,11661.0,20948.0,13921.0,22343.0,29805.0,28616.0,12267.0,11583.0,25773.0,25798.0,30484.0,31982.0,35331.0,17285.0,17258.0
144,CLEMENTI WEST,23607.0,30819.0,23323.0,16439.0,24019.0,19561.0,13107.0,14494.0,23752.0,17689.0,24624.0,2228.0,20071.0,20096.0,21937.0,23445.0,27482.0,9617.0,8499.0
145,CLEMENTI WOODS,23921.0,28687.0,23080.0,16829.0,22995.0,19951.0,12083.0,11851.0,24142.0,18815.0,24487.0,1905.0,20461.0,20486.0,22327.0,23978.0,26790.0,7502.0,9529.0
146,CORONATION ROAD,14362.0,21464.0,13574.0,9024.0,25543.0,9600.0,17461.0,12040.0,11931.0,17806.0,18264.0,7758.0,10666.0,10538.0,14816.0,14833.0,18237.0,3527.0,7041.0
147,ANAK BUKIT,17900.0,25002.0,18082.0,12654.0,18845.0,13516.0,15362.0,15578.0,23248.0,21345.0,15358.0,5738.0,16776.0,16801.0,17869.0,18758.0,21775.0,7157.0,9957.0
148,CHANGI POINT,15349.0,31755.0,15733.0,20640.0,35719.0,31739.0,44142.0,25473.0,17679.0,19483.0,37136.0,34768.0,21341.0,26133.0,20267.0,16196.0,11906.0,31360.0,29721.0
149,LAVENDER,6095.0,23119.0,5215.0,5995.0,27198.0,13775.0,25327.0,5563.0,4382.0,2479.0,31169.0,15953.0,14893.0,14918.0,8354.0,8617.0,9970.0,7625.0,10906.0
150,MOULMEIN,13135.0,15649.0,8927.0,2953.0,19728.0,7058.0,28199.0,8436.0,11368.0,9039.0,23699.0,18826.0,7423.0,7448.0,8430.0,14395.0,17010.0,5551.0,13779.0
