,OBJECTID,SUBZONE_NO,SUBZONE_N,SUBZONE_C,CA_IND,PLN_AREA_N,PLN_AREA_C,REGION_N,REGION_C,INC_CRC,FMEL_UPD_D,X_ADDR,Y_ADDR,SHAPE_Leng,SHAPE_Area,busstop_no,mrtsg_no,schools_no,malls_no,supermarke,hawkercent,no_hdbs,realprice_,realpric_1,realpric_2,normprice_,normpric_1,normpric_2,geometry,centroid,travel_time_to_town
0,5,3,PASIR RIS TOWN,PRSZ03,N,PASIR RIS,PR,EAST REGION,ER,37EABA55C9A79089,2014-05-02,40755.8307,39341.7432,5273.29142875,1511611.66884,28.0,1.0,1.0,1.0,9.0,1.0,55,275388,786171,545046.8727272727,0.107525054366666,0.610823414511998,0.373232448941848,"POLYGON ((41290.23369999975 39671.55760000087, 41291.48029999994 39656.34200000018, 41293.46679999959 39643.93759999983, 41297.64639999997 39617.83660000004, 41301.33910000045 39599.25569999963, 41309.44379999954 39563.44079999998, 41314.40390000027 39545.118599999696, 41322.93950000033 39518.4299999997, 41331.17339999974 39496.72399999946, 41338.75250000041 39478.04120000079, 41347.98170000035 39457.430900000036, 41398.49189999979 39349.770300000906, 41408.91629999969 39327.55100000091, 41424.56769999955 39290.78720000014, 41428.311300000176 39278.75589999929, 41433.00629999954 39260.09860000014, 41436.67700000014 39241.2182, 41439.313599999994 39222.164699999616, 41440.89319999982 39202.99829999916, 41441.42379999999 39184.10559999943, 41441.44610000029 39048.29130000062, 41440.38370000012 39016.48460000008, 41440.66500000004 38992.88969999924, 41441.30489999987 38951.07799999975, 41440.67729999963 38918.13550000079, 41439.41490000021 38890.26149999909, 41437.51699999999 38871.2555999998, 41423.591199999675 38791.43459999934, 41416.62509999983 38767.36140000075, 41408.62009999994 38746.72230000049, 41397.2209999999 38716.324200000614, 41385.41100000031 38690.841000000015, 41362.15199999977 38648.957900000736, 41344.53589999955 38622.52009999938, 41344.435700000264 38622.36620000005, 41344.42899999954 38622.368000000715, 41343.26429999992 38622.63979999907, 41342.85049999971 38622.73630000092, 41342.80240000039 38622.74750000052, 41331.851999999955 38625.30179999955, 41331.76049999986 38625.32320000045, 41304.996000000276 38631.566400000826, 41203.26090000011 38655.29719999991, 41013.8945000004 38699.46890000068, 40822.50339999981 38744.60419999994, 40655.83779999986 38783.908700000495, 40655.593799999915 38783.92970000021, 40618.47649999987 38793.77749999985, 40579.88790000044 38805.62800000049, 40568.04310000036 38809.26559999958, 40497.36720000021 38836.14440000057, 40388.66399999987 38887.761700000614, 40316.45139999967 38936.01630000025, 40274.99430000037 38968.49110000022, 40236.093700000085 39000, 40193.76659999974 39039.02679999918, 40191.531200000085 39040.761800000444, 40036.846300000325 39181.20439999923, 39992.55470000021 39221.4179999996, 39854.63279999979 39306.691400000826, 39823.84769999981 39323.148499999195, 39803.16810000036 39334.0625, 39779.21480000019 39347.45309999958, 39746.441300000064 39364.1875, 39714.941399999894 39381.550799999386, 39698.11699999962 39390.35480000079, 39735.68489999976 39416.675899999216, 39754.142900000326 39428.10290000029, 39776.117899999954 39441.873900000006, 39786.37189999968 39447.14699999988, 39810.397800000384 39456.816700000316, 39838.52469999995 39461.506300000474, 39859.32660000026 39461.800899999216, 39880.68149999995 39459.71360000037, 39908.704800000414 39457.00740000047, 39935.81230000034 39453.5987999998, 39953.892900000326 39452.613099999726, 39965.39910000004 39453.59950000048, 39978.87750000041 39454.58699999936, 39987.42470000032 39456.232300000265, 39996.957600000314 39458.53480000049, 40007.14900000021 39461.49430000037, 40016.02390000038 39464.454800000414, 40025.55750000011 39469.06039999984, 40034.7611999996 39473.664999999106, 40043.637000000104 39478.927699999884, 40054.15579999983 39485.506500000134, 40062.373700000346 39492.41330000013, 40071.9068 39500.6361999996, 40080.78210000042 39509.517200000584, 40095.90170000028 39527.278100000694, 40114.523099999875 39553.8208000008, 40133.441599999554 39580.96199999936, 40380.6688000001 39927.4104999993, 40399.16500000004 39953.13040000014, 40412.91579999961 39972.251499999315, 40431.65249999985 39999.53229999915, 40437.43690000009 40006.90839999914, 40444.61739999987 40014.08469999954, 40450.800400000066 40019.66640000045, 40461.73280000035 40026.83090000041, 40481.96800000034 40036.43500000052, 40508.439000000246 40046.16730000079, 40639.54700000025 40101.569599999115, 40659.47219999973 40109.36639999971, 40668.57510000002 40113.444399999455, 40682.0728000002 40120.34579999931, 40690.289300000295 40125.976800000295, 40697.85960000008 40131.91789999977, 40711.48060000036 40111.57809999958, 40855.419999999925 39903.04930000007, 40858.9720999999 39899.62319999933, 40862.27109999955 39897.09940000065, 40868.686200000346 39893.78289999999, 40872.29619999975 39892.3833000008, 40878.13329999987 39891.080299999565, 40884.00250000041 39890.36219999939, 40904.371299999766 39891.63949999958, 41022.87530000042 39904.88099999912, 41043.349000000395 39907.00329999998, 41171.77670000028 39920.86629999988, 41308.75320000015 39935.80350000039, 41294.65180000011 39837.86400000006, 41290.50609999988 39799.324400000274, 41287.73369999975 39756.05350000039, 41287.734799999744 39702.126499999315, 41290.23369999975 39671.55760000087))",POINT (40755.83071027746 39341.74326866197),2187.0
1,6,2,MACPHERSON,GLSZ02,N,GEYLANG,GL,CENTRAL REGION,CR,732CC6D2DCC784CF,2014-05-02,33774.3483,34399.1614,4585.78817982,1263409.40397,21.0,3.0,1.0,0.0,4.0,3.0,54,178704,730830,334619.77777777775,0.012258478425089,0.556293077339808,0.165889097176432,"POLYGON ((34415.02919999976 33909.48079999909, 34357.24990000017 33893.24220000021, 34217.816399999894 33863.34759999998, 34033.22269999981 33841.40609999932, 33972.52219999954 33839.590900000185, 33912.05470000021 33837.59359999932, 33833.05080000032 33834.80460000038, 33783.33990000002 33830.46490000002, 33764.75779999979 33827.3554999996, 33671.5234000003 33801.53500000015, 33588.933600000106 33769.0625, 33477.75 33723.60930000059, 33380.82809999958 33679.60940000042, 33353.53859999962 33865.19539999962, 33350.35790000018 33881.78299999982, 33337.51599999983 33948.08479999937, 33322.50760000013 34025.5708000008, 33321.11330000032 34032.7695000004, 33282.64850000013 34183.773399999365, 33260.78509999998 34257.761700000614, 33258.50779999979 34265.16000000015, 33248.07809999958 34299.9375, 33233.5055999998 34346.32799999975, 33220.183600000106 34388.738399999216, 33201.3125 34443.835899999365, 33188.871100000106 34476.65230000019, 33169.17960000038 34533.38279999979, 33128.45309999958 34673.19129999913, 33096.4609000003 34800, 33086.906299999915 34829.80480000004, 33085.76669999957 34833.88629999943, 33146.324300000444 34851.12509999983, 33173.29279999994 34859.324200000614, 33195.0234000003 34863.97269999981, 33261.7890999997 34878.65630000085, 33271.8515999997 34880.789100000635, 33363.99220000021 34900.414100000635, 33364.895499999635 34900.60559999943, 33457.558199999854 34920.25210000016, 33470.88669999968 34923.07809999958, 33476.10539999977 34924.13409999944, 33492.371000000276 34927.425899999216, 33550.1484000003 34940.01940000057, 33599.99990000017 34950.886700000614, 33611.07419999968 34953.300799999386, 33633.85940000042 34958.26569999941, 33714.39059999958 34975.77730000019, 33781.003999999724 34990.335899999365, 33792.29279999994 34992.83210000023, 33847.781200000085 35005.101800000295, 33859.45689999964 35007.6679999996, 33953.4179999996 35028.32799999975, 33986.3984000003 35037.12509999983, 34047.23440000042 35050.7929999996, 34131.77730000019 35072.136600000784, 34182.51559999958 35083.8945000004, 34197.51570000034 35020.745999999344, 34210.5195000004 34947.47269999981, 34243.51939999964 34800, 34290.18759999983 34568.789100000635, 34291.86730000004 34560.460999999195, 34295.8984000003 34540.488299999386, 34305.7109000003 34490.79680000059, 34310.3554999996 34468.42200000025, 34315.88669999968 34441.773299999535, 34324.5625 34399.996099999174, 34339.808600000106 34321.01940000057, 34343.59759999998 34301.386700000614, 34344.8591 34294.48100000061, 34350.053199999966 34266.04560000077, 34357.00009999983 34228.01559999958, 34359.789200000465 34212.74210000038, 34379.071800000034 34105.29350000061, 34384.435800000094 34075.403899999335, 34402.621100000106 33974.07019999996, 34415.02919999976 33909.48079999909))",POINT (33774.3483639633 34399.16140254956),1642.0
2,7,5,GEYLANG EAST,GLSZ05,N,GEYLANG,GL,CENTRAL REGION,CR,84A21DC72BA5355B,2014-05-02,35237.5581,33246.2579,7027.740482,2580430.80314,35.0,3.0,2.0,4.0,29.0,3.0,36,228333,779631,507847.8611111111,0.061159861244568,0.604379039547077,0.336578673609405,"POLYGON ((35987.194400000386 33319.39079999924, 36001.55080000032 33245.476700000465, 36003.32019999996 33238.28509999998, 36028.78519999981 33173.238299999386, 36035.21480000019 33157.96460000053, 36045.343799999915 33133.699100000784, 36072.42580000032 33068.29289999977, 36074.48440000042 33062.77730000019, 36076.503899999894 33057.378900000826, 36098.21499999985 33000.00009999983, 36109.121100000106 32978.58190000057, 36115.4609000003 32966.13279999979, 36123.98460000008 32948.30470000021, 36129.50779999979 32935.308599999174, 36141.960799999535 32906.00009999983, 36163.26169999968 32855.87879999913, 36167.343899999745 32846.27740000002, 36153.40249999985 32836.19510000013, 36063.781200000085 32771.39049999975, 36054.968799999915 32765.019400000572, 36046.30090000015 32758.75, 36009.44909999985 32732.10339999944, 35958.906100000255 32695.261800000444, 35948.58990000002 32687.76359999925, 35938.9609000003 32680.767500000075, 35907.558600000106 32657.949200000614, 35897.60539999977 32650.718800000846, 35893 32647.370899999514, 35849.2109000003 32615.265499999747, 35842.42190000042 32610.210899999365, 35835.52350000013 32605.21680000052, 35740.91029999964 32536.697300000116, 35736.1640999997 32533.261600000784, 35675.58609999996 32488.57029999979, 35655.51559999958 32473.732400000095, 35647.07899999991 32468.644400000572, 35644.26159999985 32466.94519999996, 35637.699300000444 32463.455199999735, 35619.753899999894 32450.585999999195, 35588.22259999998 32427.976600000635, 35570.45299999975 32427.164100000635, 35505.343700000085 32424.185499999672, 35422.601700000465 32420.300899999216, 35410.17980000004 32419.539100000635, 35399.99980000034 32419.753900000826, 35341.433500000276 32420.980499999598, 35178.21480000019 32424.439500000328, 35167.25789999962 32424.667999999598, 35134.933600000106 32425.343699999154, 35015.64419999998 32427.835799999535, 35001.41019999981 32428.13279999979, 34989.5234000003 32428.38069999963, 34913.003800000064 32430.031300000846, 34822.08210000023 32431.95119999908, 34799.941399999894 32428.27150000073, 34765.3359000003 32421.736199999228, 34763.8945000004 32421.44539999962, 34735.183699999936 32415.640499999747, 34677.5234000003 32403.988299999386, 34670.30470000021 32402.52930000052, 34658.47279999964 32400.00019999966, 34640.607300000265 32396.180900000036, 34640.60639999993 32396.180600000545, 34640.60570000019 32396.180500000715, 34625.6640999997 32392.98630000092, 34614.22259999998 32390.538899999112, 34591.70320000034 32385.726600000635, 34531.968799999915 32373.644300000742, 34505.86720000021 32368.417999999598, 34500.00009999983 32367.24230000004, 34341.745600000024 32335.553500000387, 34290.8359000003 32325.359400000423, 34277.23350000009 32322.63550000079, 34272.01989999972 32338.66330000013, 34202.824400000274 32597.394500000402, 34197.40579999983 32618.167500000447, 34183.50250000041 32682.28460000083, 34186.09439999983 32682.798000000417, 34305.0195000004 32706.365199999884, 34319.8984000003 32709.314400000498, 34412.6054999996 32727.689300000668, 34437.37700000033 32735.52979999967, 34442.164599999785 32738.96460000053, 34459.2929999996 32751.900299999863, 34500 32830.949200000614, 34516.639600000344 32862.15650000051, 34534.2734000003 32920.433599999174, 34541.26559999958 32979.7070000004, 34543.54289999977 32999.00769999996, 34549.80460000038 33041.39059999958, 34554.468899999745 33072.7929999996, 34563.23830000032 33120.02730000019, 34567.5820000004 33133.78109999932, 34569.27500000037 33174.08379999921, 34564.48830000032 33217.878900000826, 34559.5429999996 33238.90230000019, 34548.531200000085 33292.960899999365, 34522.17590000015 33409.69529999979, 34500 33498.73440000042, 34482.0625 33583.97269999981, 34478.68740000017 33600.00009999983, 34449.128899999894 33730.191400000826, 34438.76439999975 33784.87189999968, 34415.57969999965 33906.61419999972, 34415.02919999976 33909.48079999909, 34416.78029999975 33909.97289999947, 34455.738199999556 33920.92190000042, 34676.86720000021 33968.48450000025, 34797.441399999894 33992.88260000013, 35167.40249999985 34065.261700000614, 35399.99980000034 34109.12879999913, 35662.5270999996 34162.13279999979, 35786.55470000021 34193.04690000042, 35898.566399999894 34217.92970000021, 36064.71360000037 34258.02199999988, 36057.69529999979 34203.34349999949, 36045.35149999987 34107.789100000635, 36043.313699999824 34091.60610000044, 36032.0195000004 34001.9179999996, 36029.80399999954 33985.813899999484, 36017.31240000017 33895.01559999958, 36016.14439999964 33886.51960000023, 36014.10940000042 33868.82029999979, 36009.29989999998 33825.61199999973, 36003.4375 33765.386800000444, 36002.5429999996 33755.91019999981, 35996.57809999958 33692.7070000004, 35995.22269999981 33683.31240000017, 35994.33609999996 33677.12509999983, 35985.67970000021 33617, 35985.07809999958 33603.773199999705, 35984.87490000017 33600.00009999983, 35977.13669999968 33531.79279999994, 35974.66009999998 33500.85950000025, 35974.851700000465 33487.23149999976, 35975.19529999979 33462.7929999996, 35982.25 33385.863399999216, 35985.175699999556 33343.72269999981, 35987.03519999981 33320.210899999365, 35987.194400000386 33319.39079999924))",POINT (35237.558108182246 33246.25799216647),1644.0
3,8,4,ALJUNIED,GLSZ04,N,GEYLANG,GL,CENTRAL REGION,CR,EA9A22F6E41806C7,2014-05-02,33595.4531,32968.2268,7049.12446373,2945506.2127,45.0,3.0,2.0,0.0,26.0,4.0,51,208575,838715,507801.0588235294,0.041691775300731,0.6625975263868,0.336532567198378,"POLYGON ((34277.23350000009 32322.63550000079, 34282.43230000045 32306.653500000015, 34284.34530000016 32297.351900000125, 34316.38580000028 32174.901699999347, 34317.95199999958 32162.093200000003, 34317.22049999982 32147.74760000035, 34314.31010000035 32133.40259999968, 34308.710500000045 32117.276000000536, 34300.94319999963 32101.75520000048, 34290.13939999975 32087.753699999303, 34272.91820000019 32072.10280000046, 34265.25250000041 32066.946699999273, 34257.58719999995 32063.264299999923, 34248.30090000015 32059.877000000328, 34234.88790000044 32056.63849999942, 34223.272800000384 32054.24740000069, 34062.2193 32028.80719999969, 34021.51719999965 32022.37780000083, 33911.952700000256 32004.13859999925, 33878.33389999997 31998.59490000084, 33729.48400000017 31974.04340000078, 33710.72919999994 31969.29590000026, 33699.069500000216 31965.88289999962, 33692.955400000326 31962.75510000065, 33680.585500000045 31953.94019999914, 33666.67740000039 31944.25510000065, 33663.14639999997 31941.430500000715, 33648.870600000024 31926.31540000066, 33635.43450000044 31911.199400000274, 33624.41249999963 31896.044900000095, 33610.870600000024 31877.425499999896, 33606.87249999959 31881.32090000063, 33588.009100000374 31899.701300000772, 33580.384600000456 31908.633799999952, 33550.78509999998 31939.33999999985, 33505.40230000019 31985.775399999693, 33431.6640999997 32043.949200000614, 33346.781100000255 32099.55670000054, 33291.503899999894 32137.327899999917, 33208.41399999987 32168.47259999998, 33201.468700000085 32171.113299999386, 33107.31269999966 32206.878799999133, 33085.8554999996 32215.02930000052, 32997.503800000064 32249.968599999323, 32917.4375 32285.275299999863, 32912.24239999987 32287.12739999965, 32900.26059999969 32291.39870000072, 32886.172799999826 32296.4207000006, 32837.92580000032 32313.61999999918, 32815.931099999696 32321.460699999705, 32782.175699999556 32333.49410000071, 32750.719399999827 32344.707800000906, 32750.511699999683 32344.781899999827, 32750.320000000298 32345.61730000004, 32709.052699999884 32525.497999999672, 32675.21729999967 32652.378499999642, 32674.419400000013 32654.36950000003, 32640.517599999905 32830.7929999996, 32626.330199999735 32929.92190000042, 32626.38279999979 32930.199200000614, 32606.78849999979 33158.98039999977, 32606.319000000134 33164.80230000056, 32606.3180999998 33164.81450000033, 32605.987499999814 33170.63869999908, 32605.98660000041 33170.65809999965, 32605.794800000265 33176.487900000066, 32605.794300000183 33176.50779999979, 32605.741200000048 33182.35840000026, 32605.741200000048 33182.35950000025, 32605.741200000048 33182.36070000008, 32605.827399999835 33188.205399999395, 32605.827700000256 33188.21309999935, 32606.052699999884 33194.04969999939, 32606.053199999966 33194.061599999666, 32606.416500000283 33199.881999999285, 32606.417899999768 33199.903300000355, 32606.919999999925 33205.71670000069, 32606.9216 33205.73460000008, 32607.563199999742 33211.54649999924, 32607.564000000246 33211.55230000056, 32608.341300000437 33217.330299999565, 32608.34460000042 33217.35300000012, 32609.259700000286 33223.11229999922, 32609.2631000001 33223.13350000046, 32610.315600000322 33228.87289999984, 32610.318900000304 33228.89039999992, 32611.511400000192 33234.620699999854, 32637.330199999735 33382.58459999971, 32639.66349999979 33395.95659999922, 32640.18719999958 33402.28319999948, 32640.18769999966 33402.28830000013, 32640.86459999997 33408.59219999984, 32640.866100000218 33408.60529999994, 32641.6958999997 33414.88509999961, 32641.69849999994 33414.903899999335, 32642.683799999766 33421.17600000091, 32642.68450000044 33421.18019999936, 32643.818799999543 33427.4057, 32643.82359999977 33427.430500000715, 32643.82870000042 33427.45629999973, 32645.11139999982 33433.63509999961, 32645.114799999632 33433.65139999986, 32646.55680000037 33439.835999999195, 32646.55719999969 33439.83730000071, 32646.55750000011 33439.8387000002, 32648.145899999887 33445.97000000067, 32648.150899999775 33445.98890000023, 32649.89120000042 33452.0887000002, 32649.89410000015 33452.09850000031, 32651.783900000155 33458.15780000016, 32651.78579999972 33458.16369999945, 32653.82290000003 33464.17469999939, 32653.825100000016 33464.180800000206, 32656.004900000058 33470.13089999929, 32656.01070000045 33470.14629999921, 32658.33910000045 33476.05140000023, 32658.341400000267 33476.0569000002, 32660.813599999994 33481.90460000001, 32660.81549999956 33481.908600000665, 32663.424899999984 33487.683199999854, 32663.43180000037 33487.69800000079, 32666.1847000001 33493.414000000805, 32666.188799999654 33493.42219999991, 32669.077300000004 33499.06320000067, 32669.08459999971 33499.07709999941, 32672.11440000031 33504.653999999166, 32672.117600000463 33504.65980000049, 32672.13040000014 33504.68260000087, 32675.277800000273 33510.15230000019, 32675.286199999973 33510.16650000028, 32678.57830000017 33515.57840000093, 32678.588200000115 33515.59439999983, 32682.016999999993 33520.93290000036, 32682.02180000022 33520.93999999948, 32685.576999999583 33526.188999999315, 32685.584800000302 33526.20020000078, 32689.26389999967 33531.3563000001, 32689.275200000033 33531.37179999985, 32693.07909999974 33536.436499999836, 32693.090800000355 33536.45179999992, 32697.029199999757 33541.43720000051, 32740.94560000021 33592.67310000025, 33353.53859999962 33865.19539999962, 33380.82809999958 33679.60940000042, 33477.75 33723.60930000059, 33588.933600000106 33769.0625, 33671.5234000003 33801.53500000015, 33764.75779999979 33827.3554999996, 33783.33990000002 33830.46490000002, 33833.05080000032 33834.80460000038, 33912.05470000021 33837.59359999932, 33972.52219999954 33839.590900000185, 34033.22269999981 33841.40609999932, 34217.816399999894 33863.34759999998, 34357.24990000017 33893.24220000021, 34415.02919999976 33909.48079999909, 34415.57969999965 33906.61419999972, 34438.76439999975 33784.87189999968, 34449.128899999894 33730.191400000826, 34478.68740000017 33600.00009999983, 34482.0625 33583.97269999981, 34500 33498.73440000042, 34522.17590000015 33409.69529999979, 34548.531200000085 33292.960899999365, 34559.5429999996 33238.90230000019, 34564.48830000032 33217.878900000826, 34569.27500000037 33174.08379999921, 34567.5820000004 33133.78109999932, 34563.23830000032 33120.02730000019, 34554.468899999745 33072.7929999996, 34549.80460000038 33041.39059999958, 34543.54289999977 32999.00769999996, 34541.26559999958 32979.7070000004, 34534.2734000003 32920.433599999174, 34516.639600000344 32862.15650000051, 34500 32830.949200000614, 34459.2929999996 32751.900299999863, 34442.164599999785 32738.96460000053, 34437.37700000033 32735.52979999967, 34412.6054999996 32727.689300000668, 34319.8984000003 32709.314400000498, 34305.0195000004 32706.365199999884, 34186.09439999983 32682.798000000417, 34183.50250000041 32682.28460000083, 34197.40579999983 32618.167500000447, 34202.824400000274 32597.394500000402, 34272.01989999972 32338.66330000013, 34277.23350000009 32322.63550000079))",POINT (33595.4531955285 32968.22686859732),1111.0
4,11,3,ROSYTH,HGSZ03,N,HOUGANG,HG,NORTH-EAST REGION,NER,A460D2B9939CA6EE,2014-05-02,33270.6051,38329.67210000001,5664.24312441,1953938.7542,16.0,1.0,0.0,0.0,1.0,0.0,9,308631,670879,395733.6666666667,0.140281381269942,0.49722045359227,0.226107361670988,"POLYGON ((33948.23830000032 38873.199200000614, 34088.871100000106 38837.95309999958, 34177.0195000004 38812.89069999941, 34236.121199999936 38788.67190000042, 34264.45689999964 38773.960899999365, 34291.07809999958 38756.253900000826, 34412.308500000276 38631.57029999979, 34080.33990000002 38319.9179999996, 34001.7265999997 38246.496099999174, 33944.26559999958 38190.05470000021, 33904 38148.628900000826, 33888.22269999981 38132.851600000635, 33822.21490000002 38077.226600000635, 33735.36720000021 37998.003900000826, 33706.36340000015 37973.878900000826, 33681.5195000004 37953.226600000635, 33645.4765999997 37919.0195000004, 33614.933500000276 37891.52730000019, 33556.90240000002 37833.496099999174, 33453.425699999556 37737.101600000635, 33389.17970000021 37677.8945000004, 33296.3984000003 37597.425799999386, 33275.09769999981 37576.058499999344, 33213.183600000106 37523.3125, 33181.82809999958 37500.40230000019, 33107.3125 37434.59380000085, 33051.86330000032 37385.816400000826, 32986.925699999556 37324.425799999386, 32957.29690000042 37353.14049999975, 32934.25569999963 37372.50919999927, 32912.6679999996 37390.65609999932, 32900.20289999992 37403.67970000021, 32887.64859999996 37415.26960000023, 32885.36349999998 37417.379000000656, 32879.66789999977 37422.636700000614, 32871.42590000015 37432.683599999174, 32853.54679999966 37460.976600000635, 32836 37486.92970000021, 32813.593799999915 37515.539100000635, 32807.94529999979 37523.03509999998, 32795.73440000042 37539.254000000656, 32744.310600000434 37602.95319999941, 32736.54310000036 37615.808599999174, 32698.91810000036 37678.074200000614, 32682.778900000267 37705.68720000051, 32681.836000000127 37707.300799999386, 32647.814399999566 37754.21869999915, 32626.357400000095 37779.351500000805, 32608.13870000001 37794.65619999915, 32585.15440000035 37811.94529999979, 32544.009800000116 37828.175699999556, 32538.91009999998 37854.04690000042, 32531.25779999979 37891.941400000826, 32521.380800000392 37931.19529999979, 32520.871100000106 37933.8945000004, 32510.306599999778 37976.300899999216, 32499.316399999894 38020.324200000614, 32491.789099999703 38051.23440000042, 32480.76370000001 38089.11720000021, 32473.990199999884 38134.9804999996, 32443.406299999915 38248.43740000017, 32448.75779999979 38278.61720000021, 32465.318400000222 38326.488299999386, 32493.118999999948 38372.53509999998, 32516.667999999598 38413.59380000085, 32542.04879999999 38467.72259999998, 32551.685399999842 38488.28130000085, 32572.32029999979 38529.25779999979, 32599.13279999979 38583.136700000614, 32615.365199999884 38616.71880000085, 32624.327700000256 38635.82799999975, 32635.113300000317 38658.824300000444, 32647.50779999979 38685.25779999979, 32683.63269999996 38766.51559999958, 32704.281299999915 38812.960999999195, 32729.189399999566 38872.9375, 32734.9375 38886.78119999915, 32758.734400000423 38952.52730000019, 32766.238300000317 38979.14049999975, 32780.1679999996 39024.550799999386, 32784.6640999997 39043.28119999915, 32789.128800000064 39063.191400000826, 32791.54679999966 39075.84380000085, 32816.64059999958 39070.69510000013, 32867.55470000021 39063.09769999981, 33028.9804999996 39058.31240000017, 33118.621100000106 39048.36720000021, 33520.82809999958 38960.83980000019, 33673.82029999979 38929.488299999386, 33796.63659999985 38904.21480000019, 33948.23830000032 38873.199200000614))",POINT (33270.60512465601 38329.67211119279),2071.0
5,12,4,LORONG AH SOO,HGSZ04,N,HOUGANG,HG,NORTH-EAST REGION,NER,21431BD7AF76953A,2014-05-02,33933.1155,37657.886,5432.40708215,1507934.338,26.0,0.0,1.0,2.0,16.0,2.0,57,255150,860808,428075.50877192983,0.087583985705106,0.684366187061433,0.257975225051084,"POLYGON ((34643.156299999915 38173.49210000038, 34654.156299999915 38093.246099999174, 34657.92580000032 38039.441500000656, 34656.03899999987 37963.92970000021, 34653.748300000094 37949.07349999994, 34648.7890999997 37916.91009999998, 34615.38669999968 37776.75, 34588.941399999894 37692.40619999915, 34578.871100000106 37654.675799999386, 34564.7304999996 37627.398399999365, 34559.3554999996 37611.003900000826, 34532.7304999996 37525, 34454.3125 37327.988299999386, 34429.6640999997 37288.91019999981, 34418.4570000004 37253.28519999981, 34371.441399999894 37143.2070000004, 34320.621000000276 37162.35940000042, 34273.683600000106 37175.6054999996, 34225.25779999979 37179.753900000826, 34179.80470000021 37182.8320000004, 34128.05470000021 37182.8320000004, 34094.35539999977 37171.99220000021, 33916.2304999996 37131.0429999996, 33880.125 37121.41019999981, 33812.64059999958 37094.7929999996, 33736.13279999979 37061.683599999174, 33672.1015999997 37038.08980000019, 33544.27730000019 37020.08990000002, 33424.531200000085 37006.09759999998, 33388.61720000021 36999.7929999996, 33315.496100000106 37009.628900000826, 33282.16019999981 37016.773399999365, 33199.28519999981 37025.773399999365, 33163.96100000013 37028.824200000614, 33108.8984000003 37015.773199999705, 33093.65230000019 37032.27740000002, 33045.4375 37071.308599999174, 33006.308899999596 37088.93139999919, 32980.40490000043 37096.63370000012, 32944.80520000029 37102.05110000074, 32917.71839999966 37107.46839999966, 32899.14460000023 37109.79030000046, 32868.18829999957 37123.72049999982, 32835.68410000019 37138.424900000915, 32827.17119999975 37145.390000000596, 32808.7929999996 37165.621099999174, 32829.2734000003 37184.925799999386, 32853.06259999983 37207.183499999344, 32906.41019999981 37255.398499999195, 32913.49230000004 37261.75779999979, 32968.29700000025 37310.74990000017, 32986.925699999556 37324.425799999386, 33051.86330000032 37385.816400000826, 33107.3125 37434.59380000085, 33181.82809999958 37500.40230000019, 33213.183600000106 37523.3125, 33275.09769999981 37576.058499999344, 33296.3984000003 37597.425799999386, 33389.17970000021 37677.8945000004, 33453.425699999556 37737.101600000635, 33556.90240000002 37833.496099999174, 33614.933500000276 37891.52730000019, 33645.4765999997 37919.0195000004, 33681.5195000004 37953.226600000635, 33706.36340000015 37973.878900000826, 33735.36720000021 37998.003900000826, 33822.21490000002 38077.226600000635, 33888.22269999981 38132.851600000635, 33904 38148.628900000826, 33944.26559999958 38190.05470000021, 34001.7265999997 38246.496099999174, 34080.33990000002 38319.9179999996, 34412.308500000276 38631.57029999979, 34543.16019999981 38493.33940000087, 34580.36720000021 38445.07029999979, 34603.92970000021 38399.11720000021, 34610.7734000003 38383.414200000465, 34625.0390999997 38334.56259999983, 34633.02730000019 38282.003900000826, 34643.156299999915 38173.49210000038))",POINT (33933.11558228331 37657.88604597883),2311.0
